image_path,text
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/759.jpg,"( { \bf x } t \vert { \bf x } ^ { \prime } t ^ { \prime } ) = \frac { 1 } { \sqrt { 2 \pi i \epsilon \hbar / M } ^ { D } } \prod _ { n = 1 } ^ { N } \left[ \int _ { - \infty } ^ { \infty } d x _ { n } \right] \prod _ { n = 1 } ^ { N + 1 } K _ { 0 } ^ { \epsilon } ( \Delta { \bf x } _ { n } ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/760.jpg,m ^ { 2 } - 1 + \pi \beta \cot \pi \beta = 0 .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/761.jpg,"P _ { + l } = \{ a = \sum _ { i = 1 } ^ { n - 1 } a _ { i } \omega _ { i } \in P ; a _ { i } \ge 0 , \sum _ { i = 1 } ^ { n - 1 } a _ { i } \le r - n \} ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/762.jpg,"\xi ^ { i } = x ^ { i } , \quad r = c o n s t , \quad y ^ { a ^ { \prime } } = c o n s t , \quad \Theta = 0 ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/763.jpg,"\langle \mathrm { e } ^ { \varphi ( \cdot , t ) } \rangle = \mathrm { e } ^ { \langle \varphi ( \cdot , t ) \rangle }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/764.jpg,\nabla _ { M } \equiv \partial _ { M } + \frac { 1 } { 4 } \omega _ { M } ^ { a b } \Gamma _ { a b } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/765.jpg,"| M _ { i _ { i } } \dots M _ { i _ { n } } \rangle \equiv \hat { M } _ { i _ { i } } \dots \hat { M } _ { i _ { n } } | \Omega \rangle ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/766.jpg,E _ { { \cal B } \left( X \right) } = \sum _ { b \in z _ { \max } \left( X \right) } n \left( b \right) \cdot e _ { { \cal B } \left( X \right) } \left( b \right) \quad .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/767.jpg,S _ { e f f } = - \mu _ { 3 } \int d ^ { 4 } x \sqrt { - \det { g _ { \mu \nu } \partial _ { \alpha } x ^ { \mu } \partial _ { \beta } x ^ { \nu } } } + \mu _ { 3 } \int C _ { 4 }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/768.jpg,S _ { E H } = \frac { \kappa _ { B } } { \tilde { G } } \frac { A } { 4 } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/769.jpg,"e ^ { \lambda \varphi ( \tau , \sigma ) } = \sum _ { n = 0 } ^ { \infty } \frac { ( - \mu ^ { 2 } ) ^ { n } } { n ! } \frac { \Gamma ( 2 \lambda + n ) } { \Gamma ( 2 \lambda ) } Z ^ { ( \lambda , n ) } ( \tau , \sigma )"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/770.jpg,"\frac { d \langle H _ { t o t } \rangle } { d t } = 0 , \frac { \delta S _ { t o t } } { \delta \theta _ { i } ( x ) } = 0 \ldots"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/771.jpg,\dot { P } _ { i ^ { \prime } } = - \frac { 1 } { 2 m } \partial _ { i ^ { \prime } } \tilde { g } ^ { j ^ { \prime } k ^ { \prime } } P _ { j ^ { \prime } } P _ { k ^ { \prime } } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/772.jpg,"Z = T r \exp [ - \beta \epsilon _ { k } ( \bar { \Phi } _ { 1 , k } \Phi _ { 1 , k } + \bar { \Phi } _ { 2 , k } \Phi _ { 2 , k } ) ] \exp [ \beta \mu ( \bar { \phi } _ { 1 , k } \phi _ { 1 , k } + \bar { \phi } _ { 2 , k } \phi _ { 2 , k } ) ] ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/773.jpg,f ^ { i } = f _ { { \hat { \alpha } } { \hat { \beta } } } ^ { i } { \hat { e } } ^ { \hat { \alpha } } \wedge { \hat { e } } ^ { \hat { \beta } } = 2 { \hat { e } } ^ { 5 } \wedge { \hat { e } } ^ { i } + \varepsilon _ { i j k } { \hat { e } } ^ { j } \wedge { \hat { e } } ^ { k }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/774.jpg,X ( \theta ) = \frac { \cos ( 2 Q P \theta ) } { \left[ \sinh ( 2 \pi b P ) \sinh ( 2 \pi P / b ) \right] ^ { 1 / 2 } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/775.jpg,\eta _ { \underline { { a b } } } V _ { m } ^ { \underline { { b } } } \eta ^ { i \ell _ { 1 } } \epsilon ^ { m \ell _ { 2 } \dots \ell _ { d } } \epsilon _ { \ell _ { 1 } \dots \ell _ { d } } + 2 ( d ! ) a _ { 1 } \eta _ { \underline { { a b } } } \Pi _ { j } ^ { \underline { { b } } } h ^ { i j } = 0
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/776.jpg,"( t , t ) ^ { 2 } \mapsto ( s _ { 1 } , s _ { 1 } ) ^ { 2 } = \mid \mid s ( A ) \mid \mid = \int t r ( F + * F ) ^ { 2 } = \int t r ( F ^ { + } ) ^ { 2 } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/777.jpg,D = { \frac { P J \left( M + \Sigma / \sqrt { 3 } \right) } { \left( M - \Sigma / \sqrt { 3 } \right) ^ { 2 } - P ^ { 2 } } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/778.jpg,"g _ { \mu \nu } = h _ { \mu \nu } - u _ { \mu } u _ { \nu } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/779.jpg,{ \frac { 1 } { 4 \pi ^ { 2 } } } \int _ { M } F _ { A _ { n } } \wedge F _ { A _ { n } } = 2 n ^ { 2 } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/780.jpg,\Delta { \cal A } = \frac { 1 } { 2 } ( 1 + g ) .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/781.jpg,"F _ { \mu \nu } ^ { a } = - 4 \eta _ { \mu \nu } ^ { a } \frac { \rho ^ { 2 } } { [ ( x - x _ { 0 } ) ^ { 2 } + \rho ^ { 2 } ] ^ { 2 } } \ ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/782.jpg,"c _ { l , m } = q ^ { m - l } i \tau _ { l } ^ { 2 } \tau _ { l } ^ { 1 } + q ^ { l - m } i \tau _ { m } ^ { 2 } \tau _ { m } ^ { 1 } - \eta ^ { m - l } i \tau _ { l } ^ { 2 } \tau _ { m } ^ { 1 } - \eta ^ { l - m } i \tau _ { m } ^ { 2 } \tau _ { l } ^ { 1 } \,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/783.jpg,\int _ { 0 } ^ { \infty } \frac { d t } { 2 t } \mathrm { S t r } e ^ { - 2 \pi \alpha ^ { \prime } t H }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/784.jpg,"U = \frac { 1 } { N ^ { 2 } } \sum _ { x } \mathcal { U } ( x ) \Delta ( x ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/785.jpg,"\Pi _ { a } ^ { + } = \partial _ { a } X ^ { + } , \Pi _ { a } ^ { i } = \partial _ { a } X ^ { i } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/786.jpg,K _ { 1 / 2 } ( x ) = \sqrt { \frac { \pi } { 2 x } } e ^ { - x }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/787.jpg,"\mathcal { C } _ { 1 } = \int d t G ( x _ { 1 } , t _ { 1 } ; 0 , t ) G ( 0 , t ; x _ { 2 } , t _ { 2 } )"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/788.jpg,"K [ \tau ; A _ { 2 } , A _ { 1 } ] \equiv \left< A _ { 2 } \left| e ^ { - H \tau } P \right| A _ { 1 } \right> ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/789.jpg,"\psi _ { \pm } ^ { \mu , j } ( \sigma , \tau ) = \frac { 1 } { \sqrt 2 } \sum _ { r \in Z + \frac { 1 } { 2 } } b _ { r } ^ { \mu , j } e ^ { - i r ( \tau \pm \sigma ) }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/790.jpg,"{ \partial } ^ { 2 } { \varphi } _ { 0 } ( t , x ) = 0 , \varphi _ { 0 } ( t , x ) = c _ { 1 } ( t ) + c _ { 2 } ( t ) x ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/791.jpg,"\xi _ { \tilde { \alpha } } ^ { a } \left( \tau \right) = X _ { i } ^ { M } \left( \Gamma _ { M } \kappa ^ { i a } \right) _ { \tilde { \alpha } } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/792.jpg,"f _ { S c h } ( r ) = 1 - \frac { 2 M } { r } , \ h _ { S c h } ( r ) = 1 / f _ { S c h } ( r ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/793.jpg,\frac { X ^ { 0 } } { X ^ { 1 } } = \frac { Y ^ { 0 } } { Y ^ { 1 } } = \frac { 1 } { \sqrt { 2 } } e ^ { - 4 \hat { \phi } } =
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/794.jpg,\theta _ { a } ^ { i } \theta _ { b } ^ { j } + \theta _ { b } ^ { j } \theta _ { a } ^ { i } = 0
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/795.jpg,\delta L = \int _ { \Sigma } { \cal L } ( x ) \delta x _ { \mu } d \sigma _ { \mu } + \int _ { \Omega } \delta { \cal L } ( x ) d ^ { 4 } x \quad .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/796.jpg,"< j _ { \mu } > ^ { ( 2 ) } = \alpha _ { \mu } ( s _ { 2 } ) \left. \mathrm { t r } \left\{ \Delta ^ { ( 2 ) } ( x , x ^ { \prime } ) \right\} \right| _ { x = x ^ { \prime } } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/797.jpg,"F _ { 2 r + 1 } ^ { M } = V _ { B } ^ { M } \oplus V _ { B } ^ { M - 2 } \oplus \cdots V _ { B } ^ { 1 } ( V _ { B } ^ { 0 } ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/798.jpg,"\Theta _ { [ 1 / 2 ] } = \left[ \begin{array} { c c c } { 0 } & { { } } & { - 1 } \\ { 1 } & { { } } & { 0 } \\ \end{array} \right] , \Theta _ { [ 1 ] } = \left[ \begin{array} { c c c c c } { 0 } & { { } } & { 0 } & { { } } & { 1 } \\ { 0 } & { { } } & { - 1 } & { { } } & { 0 } \\ { 1 } & { { } } & { 0 } & { { } } & { 0 } \\ \end{array} \right] \quad ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/799.jpg,"\omega \subset \{ 1 , 2 , . . . , n \} , \# \omega = r < n"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/800.jpg,g _ { 0 0 } \approx - ( 1 + F ^ { 2 } r ^ { 2 } + \ldots ) \ .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/801.jpg,_ { g h } = - i \ln { \it d e t } \left( g _ { \mu \nu } \nabla ^ { 2 } + R _ { \mu \nu } \right) - i \ln { \it d e t } \left( ( f _ { 1 } + f _ { 2 } + 4 f _ { 3 } ) g _ { \mu \nu } ( - g ) ^ { \alpha } \right)
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/802.jpg,U \simeq \frac { m _ { 1 } ^ { 8 } } { m _ { 2 } ^ { 4 } } e ^ { - 2 ( \beta - \alpha ) \phi / M _ { p } } \qquad a s \qquad \beta \phi \gg M _ { p } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/803.jpg,{ \cal P } ^ { - 1 } b _ { q } ^ { E } { \cal P } = \sum _ { t = - 1 } ^ { \infty } E _ { q t } ( { \cal P } ) b _ { t } ^ { E }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/804.jpg,"- 1 < \epsilon < 0 , \cos \rho \le - \epsilon ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/805.jpg,\ddot { \varphi } _ { c } + 3 \frac { \dot { R } } { R } \dot { \varphi } _ { c } + ( m ^ { 2 } + 3 \lambda \langle \hat { \phi } _ { f } ^ { 2 } \rangle ) \varphi _ { c } + \lambda ( \varphi _ { c } ^ { * } \varphi _ { c } ) \varphi _ { c } = 0 .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/806.jpg,\lambda = \biggl ( { \frac { 2 \pi } { m T } } \biggr ) ^ { \frac { 1 } { 2 } } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/807.jpg,f ( R ) = \frac { R ^ { 2 } } { \left[ ( R ^ { 2 } + 2 m \sinh ^ { 2 } \alpha _ { 1 } ) ( R ^ { 2 } + 2 m \sinh ^ { 2 } \alpha _ { 2 } ) ( R ^ { 2 } + 2 m \sinh ^ { 2 } \alpha _ { 3 } ) \right] ^ { \frac 1 3 } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/808.jpg,"g _ { [ m , n ] } ( k ) = \left\{ \begin{array} { l l } { g _ { m , n } ( k ) } & { \mathrm { i f } m \leq n } \\ { g _ { n , m } ( k ) } & { \mathrm { i f } m > n } \\ \end{array} \right. ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/809.jpg,"a \star b ( u , v ) = \sum _ { n m } \frac { 1 } { N } T r ( \hat { Z } _ { n m } \hat { a } \hat { b } ) Z _ { n m } ( u , v ) ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/810.jpg,\int _ { C _ { 2 } } B + i J = { \frac { \int _ { \gamma } \Omega } { \int _ { \gamma _ { 0 } } \Omega } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/811.jpg,\phi ( x ) \star \delta ( x - y ) = \delta ( x - y ) \star \phi ( y )
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/812.jpg,"U ( x ) = V \exp ( i { \bf \Theta } ( x ) \cdot { \bf \sigma } ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/813.jpg,g ( x ) = h \left( \sqrt { 2 } t ^ { - 1 / 4 } ( t - x ) \right) = h ( y )
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/814.jpg,{ \cal P } _ { \pm } = \frac { 1 } { 2 } \left( 1 \pm { \mathrm e } ^ { - { \mathrm i } \pi S } ( { \cal R } _ { 3 } ) ^ { 2 } \right)
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/815.jpg,"\hat { G } [ x , y ; E ] = \frac { e ^ { - \sqrt { 2 E } | x - y | } } { \sqrt { 2 E } } - \frac { \hat { v } ( E ) } { \sqrt { 2 E } ( \sqrt { 2 E } + \hat { v } ( E ) ) } e ^ { - \sqrt { 2 E } ( | x | + | y | ) } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/816.jpg,| \alpha ( t ) | ^ { 2 } - | \beta ( t ) | ^ { 2 } = 1 .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/817.jpg,{ \frac { d \zeta } { d \varphi } } = A [ 1 - \varphi ^ { 2 } - { \frac { \epsilon } { 2 } } { \frac { 1 - \zeta ^ { 2 } } { 1 - \varphi ^ { 2 } } } + { \frac { \epsilon ^ { 2 } } { 8 } } { \frac { ( 1 - \zeta ^ { 2 } ) ^ { 2 } } { ( 1 - \varphi ^ { 2 } ) ^ { 3 } } } + \cdots ] .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/818.jpg,"T _ { \mu \nu } = F _ { \mu \rho } F _ { \nu \sigma } g ^ { \rho \sigma } - \frac { 1 } { 4 } g _ { \mu \nu } F ^ { 2 } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/819.jpg,"\frac { \delta ^ { 2 } \widehat { \Gamma } _ { k } [ \phi , \varphi ] } { \delta \phi \delta \phi } { \Big | } _ { \varphi = \phi } = \frac { \delta ^ { 2 } \Gamma _ { k } [ \phi ] } { \delta \phi \delta \phi } + R _ { k } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/820.jpg,\Gamma ^ { M } D _ { M } \chi - \frac 1 { 1 2 } H _ { M N P } \Gamma ^ { M N P } \chi = 0
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/821.jpg,M = M _ { 0 } + M _ { 1 } Y + M _ { 2 } [ I ( I + 1 ) - \frac { 1 } { 4 } Y ^ { 2 } ] - M _ { 3 } S ( S + 1 )
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/822.jpg,\Phi ^ { v } ( v ) \Phi ^ { u } ( v ) = \Phi ^ { w } ( w ) \Phi ^ { v } ( w ) = \Phi ^ { u } ( u ) \Phi ^ { w } ( u )
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/823.jpg,* V _ { \it 3 } = * \hat { T } _ { \it 3 } = \pm i g f ( r ) \tilde { T } _ { \it 3 } \wedge \chi _ { \it 4 } \
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/824.jpg,T _ { \pm \pm } = { \frac { 1 } { 2 } } \left( \Pi \mp \partial _ { - } \Phi \right) ^ { 2 }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/825.jpg,S = \int d ^ { 5 } \sigma ( - \sqrt { - \mathrm { d e t } ( G _ { \mu \nu } + \cal F _ { \mu \nu } ) } + \frac { 1 } { 2 } \tilde { H } ^ { \mu \nu } ( F _ { \mu \nu } - 2 \partial _ { \mu } A _ { \nu } ) )
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/826.jpg,"\fbox { \displaystyle \partial _ { z } S + \partial _ { \bar { z } } \bar { S } = - { \cal H } , \quad \partial _ { \varphi } S = p , \quad \partial _ { \varphi } \bar { S } = \bar { p } . } \vspace { 2 m m }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/827.jpg,{ \cal L } _ { \pm } ^ { M W Y } = \sum _ { k = 0 } ^ { \infty } \left[ \mp \dot { \phi } _ { k } \phi _ { k } ^ { \prime } - { \cal G _ { \pm } } \phi _ { k } ^ { 2 } - 2 \phi _ { k } ^ { \prime } \sum _ { m = 1 } ^ { k - 1 } \left( \dot { \phi } _ { m } + { \cal G _ { \pm } } \phi _ { m } ^ { \prime } \right) \right]
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/828.jpg,d = - 8 c _ { 2 } ( E ) - 3 ( 1 - b _ { 1 } ( X ^ { 4 } ) + b _ { 2 } ^ { - } ( X ^ { 4 } ) ) .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/829.jpg,"\left\{ F , G \right\} ^ { ( \eta , E ) } = \frac { \partial _ { r } F } { \partial \eta ^ { A } } E ^ { A B } \frac { \partial _ { l } G } { \partial \eta ^ { B } } = \left\{ F , G \right\} ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/830.jpg,"| \Xi ^ { \psi } \rangle \star | \Xi ^ { \psi } \rangle = | \Xi ^ { \psi } \rangle ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/831.jpg,\frac { 1 } { 2 } \widehat { \chi } _ { q } \left( \tau \right) \left( \widehat { \chi } _ { p } \left( \frac { \tau } { 2 } \right) - \widehat { \chi } _ { p } \left( \frac { \tau + 1 } { 2 } \right) \right)
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/832.jpg,"\delta \tilde { \pi } _ { \alpha } = - ( F _ { 0 } + h G _ { 0 } ) \tau _ { \alpha } = 0 ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/833.jpg,"o _ { A } \iota ^ { A } = \overline { { ( \bar { o } _ { B ^ { \prime } } \bar { \iota } ^ { B ^ { \prime } } ) } } = \chi ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/834.jpg,"\widetilde { \Omega } _ { i } ^ { ( 1 ) } ( x ) = \int d ^ { 3 } y X _ { i j } ( x , y ) \Phi ^ { j } ( y ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/835.jpg,"2 \hat { H } = F ( \hat { u } , \hat { r } ) + 1 - 2 M _ { 0 } / \hat { r }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/836.jpg,"- 4 \left( \stackrel { \circ } { P } _ { A B C D , a } + \frac { 3 } { 2 } \stackrel { \circ } { P } _ { [ C D , a } C _ { A B ] } \right) C ^ { D L } \gamma ^ { a } \gamma ^ { 0 } - 3 \stackrel { \circ } { T } _ { [ A B } \delta _ { C ] } ^ { L } \gamma ^ { a b } = 0 ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/837.jpg,{ \cal L } _ { \mathrm { N L S M } } = - { \frac { 1 } { 1 - | T | ^ { 2 } } } \partial _ { \mu } T ^ { * } \partial ^ { \mu } T - \left( 1 - | T | ^ { 2 } \right) .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/838.jpg,\left< f i e l d s \right> = \int _ { M ^ { + } } \ \left[ ( f i e l d s ) \ e ^ { - S _ { \mathrm { T Y M } } } \right] _ { z e r o - m o d e } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/839.jpg,"\Biggl | \frac { \Delta T _ { 1 } } { { ( T _ { 1 } ) } _ { 0 } } \Biggr | , \Biggl | \frac { \Delta T _ { 2 } } { { ( T _ { 1 } ) } _ { 0 } } \Biggr | \geq \frac { ( 2 q _ { 0 } ) ^ { - 1 / 2 } } { ( T _ { 1 } ) _ { 0 } } 1 0 ^ { - 4 }"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/840.jpg,"g ^ { i j } \partial _ { i } Z \partial _ { j } Z = g ^ { i j } t ^ { I } { } _ { , i } t ^ { J } { } _ { , j } q _ { I } q _ { J } \equiv \Pi ^ { I J } q _ { I } q _ { J } = 0 \ ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/841.jpg,"\hat { A } _ { j k } = \omega _ { j k } \quad , \quad \hat { c } _ { j k } = \Omega _ { j k } \quad , \quad \hat { B } _ { j k } = \varepsilon _ { i j k } e ^ { i } \ ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/842.jpg,"L = \int d ^ { p } x { \cal L } , { \cal L } = 1 - \sqrt { 1 + ( \partial _ { i } y ) ^ { 2 } } - \Sigma _ { p } r _ { 0 } ^ { p - 1 } y \delta ( { \bf r } )"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/843.jpg,"\gamma _ { 1 i } ^ { a } \equiv \epsilon _ { 0 i j k } \pi ^ { a j k } \approx 0 , \gamma _ { 2 i } ^ { a } \equiv \frac { 1 } { 2 } \epsilon _ { 0 i j k } F ^ { a j k } - \partial _ { i } \pi ^ { a } \approx 0 ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/844.jpg,V _ { 1 } \approx - \frac { \Gamma ( 5 ) \zeta ( 5 ) } { 2 ^ { 1 0 } \pi ^ { 2 } L ^ { 5 } } \quad \mathrm { f o r } \quad L \ll 1 .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/845.jpg,"{ \mathcal { F } _ { B } ^ { 0 0 } } = { \frac { 1 } { 2 } } \oint { d } \hat { s } ( \xi ) d \hat { s } ( \xi ^ { \prime } ) { \hat { H } _ { D } ^ { 0 0 } } ( \xi ) { \hat { G } _ { k } } ( \xi , \xi ^ { \prime } ) { \hat { H } _ { D } ^ { 0 0 } } ( \xi ^ { \prime } ) ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/846.jpg,"\tilde { \partial } { } _ { \alpha \beta } = \frac { \partial } { \partial { \tilde { x } ^ { \alpha \beta } } } , \quad D _ { \alpha } ^ { ( \tilde { \tau } ) } = \frac { \partial } { \partial \tilde { \tau } ^ { \alpha } } + \frac { i } { 2 } \tilde { \tau } ^ { \beta } \frac { \partial } { \partial { \tilde { x } ^ { \alpha \beta } } } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/847.jpg,{ \cal S } ( \tilde { A } ^ { ( n ) } ) = \frac { 2 \pi ^ { 2 } n ^ { 2 } } { V e ^ { 2 } } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/848.jpg,- Y = \frac { 1 } { 3 } Q _ { 1 } + \frac { 1 } { 2 } Q _ { 2 } + \sum _ { i _ { 1 } } Q _ { i _ { 1 } } + \sum _ { j _ { 1 } } Q _ { j _ { 1 } } + \sum _ { k _ { 1 } } Q _ { k _ { 1 } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/849.jpg,"[ W _ { Z } ] = \frac { 1 } { 2 } q _ { * } [ W ] ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/850.jpg,H ( \Theta ) = \int d x [ \pi _ { \sigma } ^ { 2 } + ( \partial _ { 1 } \sigma ) ^ { 2 } + { \frac { 1 + a } { \tilde { \alpha } } } g ^ { 2 } ( \sigma - \Theta ) ^ { 2 } ] .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/851.jpg,"\Lambda = \frac { k _ { 5 } ^ { 2 } } 2 \left( \Lambda _ { 5 } + \frac { k _ { 5 } ^ { 2 } \lambda ^ { 2 } } 6 \right) , \qquad k _ { 4 } ^ { 2 } = \frac { k _ { 5 } ^ { 4 } \lambda } 6 ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/852.jpg,\Sigma _ { 0 } = { \Sigma } _ { \mathrm { i n v } } + { \Sigma } _ { g f }
